Loaded /home/judson/Neural-Networks-in-GNC/inverted_pendulum/training/controller_base.pth as base controller
max_normalized/linear_mirrored/controllers/controller_65.pth saved with loss: 2.649390697479248
max_normalized/linear_mirrored/controllers/controller_66.pth saved with loss: 2.638604164123535
max_normalized/linear_mirrored/controllers/controller_67.pth saved with loss: 2.6282341480255127
max_normalized/linear_mirrored/controllers/controller_68.pth saved with loss: 2.618335485458374
max_normalized/linear_mirrored/controllers/controller_69.pth saved with loss: 2.6089441776275635
max_normalized/linear_mirrored/controllers/controller_70.pth saved with loss: 2.600087881088257
max_normalized/linear_mirrored/controllers/controller_71.pth saved with loss: 2.591778516769409
max_normalized/linear_mirrored/controllers/controller_72.pth saved with loss: 2.5840046405792236
max_normalized/linear_mirrored/controllers/controller_73.pth saved with loss: 2.5766894817352295
max_normalized/linear_mirrored/controllers/controller_74.pth saved with loss: 2.569871664047241
max_normalized/linear_mirrored/controllers/controller_75.pth saved with loss: 2.563539743423462
max_normalized/linear_mirrored/controllers/controller_76.pth saved with loss: 2.5577147006988525
max_normalized/linear_mirrored/controllers/controller_77.pth saved with loss: 2.5523722171783447
max_normalized/linear_mirrored/controllers/controller_78.pth saved with loss: 2.54750394821167
max_normalized/linear_mirrored/controllers/controller_79.pth saved with loss: 2.542987108230591
max_normalized/linear_mirrored/controllers/controller_80.pth saved with loss: 2.5386757850646973
max_normalized/linear_mirrored/controllers/controller_81.pth saved with loss: 2.5343945026397705
max_normalized/linear_mirrored/controllers/controller_82.pth saved with loss: 2.529905319213867
max_normalized/linear_mirrored/controllers/controller_83.pth saved with loss: 2.525041341781616
max_normalized/linear_mirrored/controllers/controller_84.pth saved with loss: 2.5197649002075195
max_normalized/linear_mirrored/controllers/controller_85.pth saved with loss: 2.514153480529785
max_normalized/linear_mirrored/controllers/controller_86.pth saved with loss: 2.508322238922119
max_normalized/linear_mirrored/controllers/controller_87.pth saved with loss: 2.502267599105835
max_normalized/linear_mirrored/controllers/controller_88.pth saved with loss: 2.496065616607666
max_normalized/linear_mirrored/controllers/controller_89.pth saved with loss: 2.4898600578308105
max_normalized/linear_mirrored/controllers/controller_90.pth saved with loss: 2.483829975128174
max_normalized/linear_mirrored/controllers/controller_91.pth saved with loss: 2.4780421257019043
max_normalized/linear_mirrored/controllers/controller_92.pth saved with loss: 2.4725804328918457
max_normalized/linear_mirrored/controllers/controller_93.pth saved with loss: 2.467479705810547
max_normalized/linear_mirrored/controllers/controller_94.pth saved with loss: 2.462752103805542
max_normalized/linear_mirrored/controllers/controller_95.pth saved with loss: 2.45839262008667
max_normalized/linear_mirrored/controllers/controller_96.pth saved with loss: 2.454339027404785
max_normalized/linear_mirrored/controllers/controller_97.pth saved with loss: 2.4505677223205566
max_normalized/linear_mirrored/controllers/controller_98.pth saved with loss: 2.447047472000122
max_normalized/linear_mirrored/controllers/controller_99.pth saved with loss: 2.4438555240631104
max_normalized/linear_mirrored/controllers/controller_100.pth saved with loss: 2.441053867340088
max_normalized/linear_mirrored/controllers/controller_101.pth saved with loss: 2.438657760620117
max_normalized/linear_mirrored/controllers/controller_102.pth saved with loss: 2.436696767807007
max_normalized/linear_mirrored/controllers/controller_103.pth saved with loss: 2.435141086578369
max_normalized/linear_mirrored/controllers/controller_104.pth saved with loss: 2.433929920196533
max_normalized/linear_mirrored/controllers/controller_105.pth saved with loss: 2.4329476356506348
max_normalized/linear_mirrored/controllers/controller_106.pth saved with loss: 2.432114839553833
max_normalized/linear_mirrored/controllers/controller_107.pth saved with loss: 2.4313879013061523
max_normalized/linear_mirrored/controllers/controller_108.pth saved with loss: 2.4307498931884766
max_normalized/linear_mirrored/controllers/controller_109.pth saved with loss: 2.4301750659942627
max_normalized/linear_mirrored/controllers/controller_110.pth saved with loss: 2.429659843444824
max_normalized/linear_mirrored/controllers/controller_111.pth saved with loss: 2.429222345352173
max_normalized/linear_mirrored/controllers/controller_112.pth saved with loss: 2.4288618564605713
max_normalized/linear_mirrored/controllers/controller_113.pth saved with loss: 2.428560972213745
max_normalized/linear_mirrored/controllers/controller_114.pth saved with loss: 2.4283199310302734
max_normalized/linear_mirrored/controllers/controller_115.pth saved with loss: 2.4281179904937744
max_normalized/linear_mirrored/controllers/controller_116.pth saved with loss: 2.4279513359069824
max_normalized/linear_mirrored/controllers/controller_117.pth saved with loss: 2.4278008937835693
max_normalized/linear_mirrored/controllers/controller_118.pth saved with loss: 2.4276504516601562
max_normalized/linear_mirrored/controllers/controller_119.pth saved with loss: 2.427487373352051
max_normalized/linear_mirrored/controllers/controller_120.pth saved with loss: 2.427297830581665
max_normalized/linear_mirrored/controllers/controller_121.pth saved with loss: 2.42708683013916
max_normalized/linear_mirrored/controllers/controller_122.pth saved with loss: 2.426845073699951
max_normalized/linear_mirrored/controllers/controller_123.pth saved with loss: 2.4265661239624023
max_normalized/linear_mirrored/controllers/controller_124.pth saved with loss: 2.4262516498565674
max_normalized/linear_mirrored/controllers/controller_125.pth saved with loss: 2.425905227661133
max_normalized/linear_mirrored/controllers/controller_126.pth saved with loss: 2.425534248352051
max_normalized/linear_mirrored/controllers/controller_127.pth saved with loss: 2.4251513481140137
max_normalized/linear_mirrored/controllers/controller_128.pth saved with loss: 2.4247629642486572
max_normalized/linear_mirrored/controllers/controller_129.pth saved with loss: 2.424372673034668
max_normalized/linear_mirrored/controllers/controller_130.pth saved with loss: 2.423975706100464
max_normalized/linear_mirrored/controllers/controller_131.pth saved with loss: 2.4235808849334717
max_normalized/linear_mirrored/controllers/controller_132.pth saved with loss: 2.423199415206909
max_normalized/linear_mirrored/controllers/controller_133.pth saved with loss: 2.4228515625
max_normalized/linear_mirrored/controllers/controller_134.pth saved with loss: 2.422532558441162
max_normalized/linear_mirrored/controllers/controller_135.pth saved with loss: 2.4222397804260254
max_normalized/linear_mirrored/controllers/controller_136.pth saved with loss: 2.4219658374786377
max_normalized/linear_mirrored/controllers/controller_137.pth saved with loss: 2.421696901321411
max_normalized/linear_mirrored/controllers/controller_138.pth saved with loss: 2.4214417934417725
max_normalized/linear_mirrored/controllers/controller_139.pth saved with loss: 2.421199083328247
max_normalized/linear_mirrored/controllers/controller_140.pth saved with loss: 2.4209659099578857
max_normalized/linear_mirrored/controllers/controller_141.pth saved with loss: 2.420741558074951
max_normalized/linear_mirrored/controllers/controller_142.pth saved with loss: 2.420520782470703
max_normalized/linear_mirrored/controllers/controller_143.pth saved with loss: 2.420306921005249
max_normalized/linear_mirrored/controllers/controller_144.pth saved with loss: 2.4201037883758545
max_normalized/linear_mirrored/controllers/controller_145.pth saved with loss: 2.419902801513672
max_normalized/linear_mirrored/controllers/controller_146.pth saved with loss: 2.4197065830230713
max_normalized/linear_mirrored/controllers/controller_147.pth saved with loss: 2.4195127487182617
max_normalized/linear_mirrored/controllers/controller_148.pth saved with loss: 2.4193220138549805
max_normalized/linear_mirrored/controllers/controller_149.pth saved with loss: 2.419128894805908
max_normalized/linear_mirrored/controllers/controller_150.pth saved with loss: 2.4189372062683105
max_normalized/linear_mirrored/controllers/controller_151.pth saved with loss: 2.418748140335083
max_normalized/linear_mirrored/controllers/controller_152.pth saved with loss: 2.418565511703491
max_normalized/linear_mirrored/controllers/controller_153.pth saved with loss: 2.418389320373535
max_normalized/linear_mirrored/controllers/controller_154.pth saved with loss: 2.418215751647949
max_normalized/linear_mirrored/controllers/controller_155.pth saved with loss: 2.4180428981781006
max_normalized/linear_mirrored/controllers/controller_156.pth saved with loss: 2.41787052154541
max_normalized/linear_mirrored/controllers/controller_157.pth saved with loss: 2.4176995754241943
max_normalized/linear_mirrored/controllers/controller_158.pth saved with loss: 2.417529821395874
max_normalized/linear_mirrored/controllers/controller_159.pth saved with loss: 2.417360544204712
max_normalized/linear_mirrored/controllers/controller_160.pth saved with loss: 2.417191505432129
max_normalized/linear_mirrored/controllers/controller_161.pth saved with loss: 2.4170238971710205
max_normalized/linear_mirrored/controllers/controller_162.pth saved with loss: 2.4168572425842285
max_normalized/linear_mirrored/controllers/controller_163.pth saved with loss: 2.416692018508911
max_normalized/linear_mirrored/controllers/controller_164.pth saved with loss: 2.41652774810791
max_normalized/linear_mirrored/controllers/controller_165.pth saved with loss: 2.416365146636963
max_normalized/linear_mirrored/controllers/controller_166.pth saved with loss: 2.4162039756774902
max_normalized/linear_mirrored/controllers/controller_167.pth saved with loss: 2.416043758392334
max_normalized/linear_mirrored/controllers/controller_168.pth saved with loss: 2.415884494781494
max_normalized/linear_mirrored/controllers/controller_169.pth saved with loss: 2.415726661682129
max_normalized/linear_mirrored/controllers/controller_170.pth saved with loss: 2.41556978225708
max_normalized/linear_mirrored/controllers/controller_171.pth saved with loss: 2.415412664413452
max_normalized/linear_mirrored/controllers/controller_172.pth saved with loss: 2.4152562618255615
max_normalized/linear_mirrored/controllers/controller_173.pth saved with loss: 2.4151008129119873
max_normalized/linear_mirrored/controllers/controller_174.pth saved with loss: 2.4149441719055176
max_normalized/linear_mirrored/controllers/controller_175.pth saved with loss: 2.4147896766662598
max_normalized/linear_mirrored/controllers/controller_176.pth saved with loss: 2.4146339893341064
max_normalized/linear_mirrored/controllers/controller_177.pth saved with loss: 2.4144842624664307
max_normalized/linear_mirrored/controllers/controller_178.pth saved with loss: 2.414346933364868
max_normalized/linear_mirrored/controllers/controller_179.pth saved with loss: 2.414212465286255
max_normalized/linear_mirrored/controllers/controller_180.pth saved with loss: 2.4140799045562744
max_normalized/linear_mirrored/controllers/controller_181.pth saved with loss: 2.4139485359191895
max_normalized/linear_mirrored/controllers/controller_182.pth saved with loss: 2.413818597793579
max_normalized/linear_mirrored/controllers/controller_183.pth saved with loss: 2.413689613342285
max_normalized/linear_mirrored/controllers/controller_184.pth saved with loss: 2.413562059402466
max_normalized/linear_mirrored/controllers/controller_185.pth saved with loss: 2.413435459136963
max_normalized/linear_mirrored/controllers/controller_186.pth saved with loss: 2.4133102893829346
max_normalized/linear_mirrored/controllers/controller_187.pth saved with loss: 2.4131875038146973
max_normalized/linear_mirrored/controllers/controller_188.pth saved with loss: 2.4130659103393555
max_normalized/linear_mirrored/controllers/controller_189.pth saved with loss: 2.4129443168640137
max_normalized/linear_mirrored/controllers/controller_190.pth saved with loss: 2.4128243923187256
max_normalized/linear_mirrored/controllers/controller_191.pth saved with loss: 2.4127044677734375
max_normalized/linear_mirrored/controllers/controller_192.pth saved with loss: 2.412584066390991
max_normalized/linear_mirrored/controllers/controller_193.pth saved with loss: 2.4124643802642822
max_normalized/linear_mirrored/controllers/controller_194.pth saved with loss: 2.4123435020446777
max_normalized/linear_mirrored/controllers/controller_195.pth saved with loss: 2.412222146987915
max_normalized/linear_mirrored/controllers/controller_196.pth saved with loss: 2.4121015071868896
max_normalized/linear_mirrored/controllers/controller_197.pth saved with loss: 2.411980390548706
max_normalized/linear_mirrored/controllers/controller_198.pth saved with loss: 2.411860704421997
max_normalized/linear_mirrored/controllers/controller_199.pth saved with loss: 2.4117395877838135
max_normalized/linear_mirrored/controllers/controller_200.pth saved with loss: 2.411618947982788
max_normalized/linear_mirrored/controllers/controller_201.pth saved with loss: 2.411498785018921
max_normalized/linear_mirrored/controllers/controller_202.pth saved with loss: 2.411374807357788
max_normalized/linear_mirrored/controllers/controller_203.pth saved with loss: 2.411250114440918
max_normalized/linear_mirrored/controllers/controller_204.pth saved with loss: 2.411123275756836
max_normalized/linear_mirrored/controllers/controller_205.pth saved with loss: 2.4109959602355957
max_normalized/linear_mirrored/controllers/controller_206.pth saved with loss: 2.410869598388672
max_normalized/linear_mirrored/controllers/controller_207.pth saved with loss: 2.4107418060302734
max_normalized/linear_mirrored/controllers/controller_208.pth saved with loss: 2.4106154441833496
max_normalized/linear_mirrored/controllers/controller_209.pth saved with loss: 2.4104902744293213
max_normalized/linear_mirrored/controllers/controller_210.pth saved with loss: 2.410367727279663
max_normalized/linear_mirrored/controllers/controller_211.pth saved with loss: 2.410247802734375
max_normalized/linear_mirrored/controllers/controller_212.pth saved with loss: 2.4101288318634033
max_normalized/linear_mirrored/controllers/controller_213.pth saved with loss: 2.41001033782959
max_normalized/linear_mirrored/controllers/controller_214.pth saved with loss: 2.409893035888672
max_normalized/linear_mirrored/controllers/controller_215.pth saved with loss: 2.4097766876220703
max_normalized/linear_mirrored/controllers/controller_216.pth saved with loss: 2.4096598625183105
max_normalized/linear_mirrored/controllers/controller_217.pth saved with loss: 2.4095444679260254
max_normalized/linear_mirrored/controllers/controller_218.pth saved with loss: 2.409428596496582
max_normalized/linear_mirrored/controllers/controller_219.pth saved with loss: 2.4093129634857178
max_normalized/linear_mirrored/controllers/controller_220.pth saved with loss: 2.409196615219116
max_normalized/linear_mirrored/controllers/controller_221.pth saved with loss: 2.409081220626831
max_normalized/linear_mirrored/controllers/controller_222.pth saved with loss: 2.4089653491973877
max_normalized/linear_mirrored/controllers/controller_223.pth saved with loss: 2.4088497161865234
max_normalized/linear_mirrored/controllers/controller_224.pth saved with loss: 2.4087343215942383
max_normalized/linear_mirrored/controllers/controller_225.pth saved with loss: 2.4086198806762695
max_normalized/linear_mirrored/controllers/controller_226.pth saved with loss: 2.40850567817688
max_normalized/linear_mirrored/controllers/controller_227.pth saved with loss: 2.4083917140960693
max_normalized/linear_mirrored/controllers/controller_228.pth saved with loss: 2.408277750015259
max_normalized/linear_mirrored/controllers/controller_229.pth saved with loss: 2.408163070678711
max_normalized/linear_mirrored/controllers/controller_230.pth saved with loss: 2.4080491065979004
max_normalized/linear_mirrored/controllers/controller_231.pth saved with loss: 2.4079344272613525
max_normalized/linear_mirrored/controllers/controller_232.pth saved with loss: 2.407819986343384
max_normalized/linear_mirrored/controllers/controller_233.pth saved with loss: 2.407705307006836
max_normalized/linear_mirrored/controllers/controller_234.pth saved with loss: 2.407590866088867
max_normalized/linear_mirrored/controllers/controller_235.pth saved with loss: 2.4074766635894775
max_normalized/linear_mirrored/controllers/controller_236.pth saved with loss: 2.407362461090088
max_normalized/linear_mirrored/controllers/controller_237.pth saved with loss: 2.4072484970092773
max_normalized/linear_mirrored/controllers/controller_238.pth saved with loss: 2.407137632369995
max_normalized/linear_mirrored/controllers/controller_239.pth saved with loss: 2.4070303440093994
max_normalized/linear_mirrored/controllers/controller_240.pth saved with loss: 2.406926393508911
max_normalized/linear_mirrored/controllers/controller_241.pth saved with loss: 2.406825542449951
max_normalized/linear_mirrored/controllers/controller_242.pth saved with loss: 2.4067280292510986
max_normalized/linear_mirrored/controllers/controller_243.pth saved with loss: 2.406632900238037
max_normalized/linear_mirrored/controllers/controller_244.pth saved with loss: 2.4065418243408203
max_normalized/linear_mirrored/controllers/controller_245.pth saved with loss: 2.4064505100250244
max_normalized/linear_mirrored/controllers/controller_246.pth saved with loss: 2.4063587188720703
max_normalized/linear_mirrored/controllers/controller_247.pth saved with loss: 2.406266450881958
max_normalized/linear_mirrored/controllers/controller_248.pth saved with loss: 2.4061741828918457
max_normalized/linear_mirrored/controllers/controller_249.pth saved with loss: 2.4060816764831543
max_normalized/linear_mirrored/controllers/controller_250.pth saved with loss: 2.405988931655884
max_normalized/linear_mirrored/controllers/controller_251.pth saved with loss: 2.4058961868286133
max_normalized/linear_mirrored/controllers/controller_252.pth saved with loss: 2.4058034420013428
max_normalized/linear_mirrored/controllers/controller_253.pth saved with loss: 2.4057106971740723
max_normalized/linear_mirrored/controllers/controller_254.pth saved with loss: 2.405618190765381
max_normalized/linear_mirrored/controllers/controller_255.pth saved with loss: 2.4055261611938477
max_normalized/linear_mirrored/controllers/controller_256.pth saved with loss: 2.4054338932037354
max_normalized/linear_mirrored/controllers/controller_257.pth saved with loss: 2.405341863632202
max_normalized/linear_mirrored/controllers/controller_258.pth saved with loss: 2.4052515029907227
max_normalized/linear_mirrored/controllers/controller_259.pth saved with loss: 2.4051625728607178
max_normalized/linear_mirrored/controllers/controller_260.pth saved with loss: 2.4050753116607666
max_normalized/linear_mirrored/controllers/controller_261.pth saved with loss: 2.4049887657165527
max_normalized/linear_mirrored/controllers/controller_262.pth saved with loss: 2.4049034118652344
max_normalized/linear_mirrored/controllers/controller_263.pth saved with loss: 2.404818534851074
max_normalized/linear_mirrored/controllers/controller_264.pth saved with loss: 2.404733657836914
max_normalized/linear_mirrored/controllers/controller_265.pth saved with loss: 2.4046497344970703
max_normalized/linear_mirrored/controllers/controller_266.pth saved with loss: 2.404564380645752
max_normalized/linear_mirrored/controllers/controller_267.pth saved with loss: 2.404479503631592
max_normalized/linear_mirrored/controllers/controller_268.pth saved with loss: 2.4043946266174316
max_normalized/linear_mirrored/controllers/controller_269.pth saved with loss: 2.404310464859009
max_normalized/linear_mirrored/controllers/controller_270.pth saved with loss: 2.4042270183563232
max_normalized/linear_mirrored/controllers/controller_271.pth saved with loss: 2.404143810272217
max_normalized/linear_mirrored/controllers/controller_272.pth saved with loss: 2.4040613174438477
max_normalized/linear_mirrored/controllers/controller_273.pth saved with loss: 2.4039793014526367
max_normalized/linear_mirrored/controllers/controller_274.pth saved with loss: 2.403898000717163
max_normalized/linear_mirrored/controllers/controller_275.pth saved with loss: 2.403817653656006
max_normalized/linear_mirrored/controllers/controller_276.pth saved with loss: 2.4037375450134277
max_normalized/linear_mirrored/controllers/controller_277.pth saved with loss: 2.4036576747894287
max_normalized/linear_mirrored/controllers/controller_278.pth saved with loss: 2.403578281402588
max_normalized/linear_mirrored/controllers/controller_279.pth saved with loss: 2.4034993648529053
max_normalized/linear_mirrored/controllers/controller_280.pth saved with loss: 2.40342116355896
max_normalized/linear_mirrored/controllers/controller_281.pth saved with loss: 2.4033432006835938
max_normalized/linear_mirrored/controllers/controller_282.pth saved with loss: 2.4032657146453857
max_normalized/linear_mirrored/controllers/controller_283.pth saved with loss: 2.403188943862915
max_normalized/linear_mirrored/controllers/controller_284.pth saved with loss: 2.403111696243286
max_normalized/linear_mirrored/controllers/controller_285.pth saved with loss: 2.4030344486236572
max_normalized/linear_mirrored/controllers/controller_286.pth saved with loss: 2.402958393096924
max_normalized/linear_mirrored/controllers/controller_287.pth saved with loss: 2.4028825759887695
max_normalized/linear_mirrored/controllers/controller_288.pth saved with loss: 2.4028072357177734
max_normalized/linear_mirrored/controllers/controller_289.pth saved with loss: 2.4027321338653564
max_normalized/linear_mirrored/controllers/controller_290.pth saved with loss: 2.4026577472686768
max_normalized/linear_mirrored/controllers/controller_291.pth saved with loss: 2.4025838375091553
max_normalized/linear_mirrored/controllers/controller_292.pth saved with loss: 2.4025096893310547
max_normalized/linear_mirrored/controllers/controller_293.pth saved with loss: 2.4024360179901123
max_normalized/linear_mirrored/controllers/controller_294.pth saved with loss: 2.4023618698120117
max_normalized/linear_mirrored/controllers/controller_295.pth saved with loss: 2.4022886753082275
max_normalized/linear_mirrored/controllers/controller_296.pth saved with loss: 2.4022161960601807
max_normalized/linear_mirrored/controllers/controller_297.pth saved with loss: 2.402143716812134
max_normalized/linear_mirrored/controllers/controller_298.pth saved with loss: 2.402071475982666
max_normalized/linear_mirrored/controllers/controller_299.pth saved with loss: 2.4019994735717773
max_normalized/linear_mirrored/controllers/controller_300.pth saved with loss: 2.4019274711608887
max_normalized/linear_mirrored/controllers/controller_301.pth saved with loss: 2.401855707168579
max_normalized/linear_mirrored/controllers/controller_302.pth saved with loss: 2.4017841815948486
max_normalized/linear_mirrored/controllers/controller_303.pth saved with loss: 2.401712656021118
max_normalized/linear_mirrored/controllers/controller_304.pth saved with loss: 2.401641607284546
max_normalized/linear_mirrored/controllers/controller_305.pth saved with loss: 2.401571035385132
max_normalized/linear_mirrored/controllers/controller_306.pth saved with loss: 2.4015004634857178
max_normalized/linear_mirrored/controllers/controller_307.pth saved with loss: 2.40143084526062
max_normalized/linear_mirrored/controllers/controller_308.pth saved with loss: 2.4013607501983643
max_normalized/linear_mirrored/controllers/controller_309.pth saved with loss: 2.4012908935546875
max_normalized/linear_mirrored/controllers/controller_310.pth saved with loss: 2.4012210369110107
max_normalized/linear_mirrored/controllers/controller_311.pth saved with loss: 2.4011518955230713
max_normalized/linear_mirrored/controllers/controller_312.pth saved with loss: 2.401082754135132
max_normalized/linear_mirrored/controllers/controller_313.pth saved with loss: 2.4010136127471924
max_normalized/linear_mirrored/controllers/controller_314.pth saved with loss: 2.400944709777832
max_normalized/linear_mirrored/controllers/controller_315.pth saved with loss: 2.400876522064209
max_normalized/linear_mirrored/controllers/controller_316.pth saved with loss: 2.400808334350586
max_normalized/linear_mirrored/controllers/controller_317.pth saved with loss: 2.400739908218384
max_normalized/linear_mirrored/controllers/controller_318.pth saved with loss: 2.40067195892334
max_normalized/linear_mirrored/controllers/controller_319.pth saved with loss: 2.400604248046875
max_normalized/linear_mirrored/controllers/controller_320.pth saved with loss: 2.4005370140075684
max_normalized/linear_mirrored/controllers/controller_321.pth saved with loss: 2.4004697799682617
max_normalized/linear_mirrored/controllers/controller_322.pth saved with loss: 2.400402307510376
max_normalized/linear_mirrored/controllers/controller_323.pth saved with loss: 2.4003348350524902
max_normalized/linear_mirrored/controllers/controller_324.pth saved with loss: 2.4002668857574463
max_normalized/linear_mirrored/controllers/controller_325.pth saved with loss: 2.4001996517181396
max_normalized/linear_mirrored/controllers/controller_326.pth saved with loss: 2.4001317024230957
max_normalized/linear_mirrored/controllers/controller_327.pth saved with loss: 2.4000649452209473
max_normalized/linear_mirrored/controllers/controller_328.pth saved with loss: 2.3999979496002197
max_normalized/linear_mirrored/controllers/controller_329.pth saved with loss: 2.3999311923980713
max_normalized/linear_mirrored/controllers/controller_330.pth saved with loss: 2.399864673614502
max_normalized/linear_mirrored/controllers/controller_331.pth saved with loss: 2.399799108505249
max_normalized/linear_mirrored/controllers/controller_332.pth saved with loss: 2.3997323513031006
max_normalized/linear_mirrored/controllers/controller_333.pth saved with loss: 2.3996663093566895
max_normalized/linear_mirrored/controllers/controller_334.pth saved with loss: 2.3996002674102783
max_normalized/linear_mirrored/controllers/controller_335.pth saved with loss: 2.399533987045288
max_normalized/linear_mirrored/controllers/controller_336.pth saved with loss: 2.399468183517456
max_normalized/linear_mirrored/controllers/controller_337.pth saved with loss: 2.399402618408203
max_normalized/linear_mirrored/controllers/controller_338.pth saved with loss: 2.39933705329895
max_normalized/linear_mirrored/controllers/controller_339.pth saved with loss: 2.3992714881896973
max_normalized/linear_mirrored/controllers/controller_340.pth saved with loss: 2.3992056846618652
max_normalized/linear_mirrored/controllers/controller_341.pth saved with loss: 2.3991410732269287
max_normalized/linear_mirrored/controllers/controller_342.pth saved with loss: 2.399076461791992
max_normalized/linear_mirrored/controllers/controller_343.pth saved with loss: 2.399012327194214
max_normalized/linear_mirrored/controllers/controller_344.pth saved with loss: 2.3989484310150146
max_normalized/linear_mirrored/controllers/controller_345.pth saved with loss: 2.3988850116729736
max_normalized/linear_mirrored/controllers/controller_346.pth saved with loss: 2.398822069168091
max_normalized/linear_mirrored/controllers/controller_347.pth saved with loss: 2.398759365081787
max_normalized/linear_mirrored/controllers/controller_348.pth saved with loss: 2.3986971378326416
max_normalized/linear_mirrored/controllers/controller_349.pth saved with loss: 2.398635149002075
max_normalized/linear_mirrored/controllers/controller_350.pth saved with loss: 2.398573398590088
max_normalized/linear_mirrored/controllers/controller_351.pth saved with loss: 2.398512363433838
max_normalized/linear_mirrored/controllers/controller_352.pth saved with loss: 2.398451805114746
max_normalized/linear_mirrored/controllers/controller_353.pth saved with loss: 2.3983914852142334
max_normalized/linear_mirrored/controllers/controller_354.pth saved with loss: 2.3983314037323
max_normalized/linear_mirrored/controllers/controller_355.pth saved with loss: 2.3982715606689453
max_normalized/linear_mirrored/controllers/controller_356.pth saved with loss: 2.398212194442749
max_normalized/linear_mirrored/controllers/controller_357.pth saved with loss: 2.398153305053711
max_normalized/linear_mirrored/controllers/controller_358.pth saved with loss: 2.398094415664673
max_normalized/linear_mirrored/controllers/controller_359.pth saved with loss: 2.3980355262756348
max_normalized/linear_mirrored/controllers/controller_360.pth saved with loss: 2.397977352142334
max_normalized/linear_mirrored/controllers/controller_361.pth saved with loss: 2.3979196548461914
max_normalized/linear_mirrored/controllers/controller_362.pth saved with loss: 2.397861957550049
max_normalized/linear_mirrored/controllers/controller_363.pth saved with loss: 2.3978042602539062
max_normalized/linear_mirrored/controllers/controller_364.pth saved with loss: 2.397747755050659
max_normalized/linear_mirrored/controllers/controller_365.pth saved with loss: 2.397691011428833
max_normalized/linear_mirrored/controllers/controller_366.pth saved with loss: 2.397634744644165
max_normalized/linear_mirrored/controllers/controller_367.pth saved with loss: 2.3975789546966553
max_normalized/linear_mirrored/controllers/controller_368.pth saved with loss: 2.3975231647491455
max_normalized/linear_mirrored/controllers/controller_369.pth saved with loss: 2.3974671363830566
max_normalized/linear_mirrored/controllers/controller_370.pth saved with loss: 2.397411584854126
max_normalized/linear_mirrored/controllers/controller_371.pth saved with loss: 2.3973562717437744
max_normalized/linear_mirrored/controllers/controller_372.pth saved with loss: 2.397301197052002
max_normalized/linear_mirrored/controllers/controller_373.pth saved with loss: 2.3972461223602295
max_normalized/linear_mirrored/controllers/controller_374.pth saved with loss: 2.3971915245056152
max_normalized/linear_mirrored/controllers/controller_375.pth saved with loss: 2.39713716506958
max_normalized/linear_mirrored/controllers/controller_376.pth saved with loss: 2.397082567214966
max_normalized/linear_mirrored/controllers/controller_377.pth saved with loss: 2.3970282077789307
max_normalized/linear_mirrored/controllers/controller_378.pth saved with loss: 2.3969743251800537
max_normalized/linear_mirrored/controllers/controller_379.pth saved with loss: 2.396921157836914
max_normalized/linear_mirrored/controllers/controller_380.pth saved with loss: 2.396867275238037
max_normalized/linear_mirrored/controllers/controller_381.pth saved with loss: 2.3968143463134766
max_normalized/linear_mirrored/controllers/controller_382.pth saved with loss: 2.396761655807495
max_normalized/linear_mirrored/controllers/controller_383.pth saved with loss: 2.3967084884643555
max_normalized/linear_mirrored/controllers/controller_384.pth saved with loss: 2.396655797958374
max_normalized/linear_mirrored/controllers/controller_385.pth saved with loss: 2.3966033458709717
max_normalized/linear_mirrored/controllers/controller_386.pth saved with loss: 2.3965516090393066
max_normalized/linear_mirrored/controllers/controller_387.pth saved with loss: 2.3964993953704834
max_normalized/linear_mirrored/controllers/controller_388.pth saved with loss: 2.39644718170166
max_normalized/linear_mirrored/controllers/controller_389.pth saved with loss: 2.3963959217071533
max_normalized/linear_mirrored/controllers/controller_390.pth saved with loss: 2.3963446617126465
max_normalized/linear_mirrored/controllers/controller_391.pth saved with loss: 2.396294116973877
max_normalized/linear_mirrored/controllers/controller_392.pth saved with loss: 2.3962440490722656
max_normalized/linear_mirrored/controllers/controller_393.pth saved with loss: 2.3961939811706543
max_normalized/linear_mirrored/controllers/controller_394.pth saved with loss: 2.3961446285247803
max_normalized/linear_mirrored/controllers/controller_395.pth saved with loss: 2.396094799041748
max_normalized/linear_mirrored/controllers/controller_396.pth saved with loss: 2.396045446395874
max_normalized/linear_mirrored/controllers/controller_397.pth saved with loss: 2.395996332168579
max_normalized/linear_mirrored/controllers/controller_398.pth saved with loss: 2.3959474563598633
max_normalized/linear_mirrored/controllers/controller_399.pth saved with loss: 2.3958983421325684
max_normalized/linear_mirrored/controllers/controller_400.pth saved with loss: 2.3958497047424316
max_normalized/linear_mirrored/controllers/controller_401.pth saved with loss: 2.395801305770874
max_normalized/linear_mirrored/controllers/controller_402.pth saved with loss: 2.3957531452178955
max_normalized/linear_mirrored/controllers/controller_403.pth saved with loss: 2.395704984664917
max_normalized/linear_mirrored/controllers/controller_404.pth saved with loss: 2.3956568241119385
max_normalized/linear_mirrored/controllers/controller_405.pth saved with loss: 2.39560866355896
max_normalized/linear_mirrored/controllers/controller_406.pth saved with loss: 2.3955607414245605
max_normalized/linear_mirrored/controllers/controller_407.pth saved with loss: 2.3955130577087402
max_normalized/linear_mirrored/controllers/controller_408.pth saved with loss: 2.395465135574341
